ID	Gene Symbol
39286_at	TOB2
39287_at	CADM3-AS1
39288_at	CADM3
39289_at	SREK1IP1
39290_f_at	SERBP1
39291_at	PHKA1
39292_r_at	TRIM24
39293_at	B3GALNT1
39294_at	NR2F1
39295_s_at	SORBS2
39296_at	LINC00342
39297_at	MAB21L1 /// MIR548F5
39298_at	ST3GAL6
39299_at	FASTKD2
393_s_at	LOC100506403 /// LOC101928269 /// RUNX1
39300_at	CALML3
39301_at	CAPN3
39302_at	DSC2
39303_at	BTRC
39304_g_at	BTRC
39305_at	BTRC
39306_at	PRSS16
39307_s_at	CLTB
39308_r_at	CLTB
39309_at	BDKRB2
39310_at	BDKRB2
39311_at	FOLR1
39312_r_at	
39313_at	WNK1
39314_at	ACVR2B
39315_at	ANGPT1
39316_at	RAB40C
39317_at	CMAHP
39318_at	TCL1A
39319_at	LCP2
39320_at	CASP1
39321_at	GABRA5
39322_at	KLHL25
39323_at	INPP5E
39324_at	PGAP1
39325_at	LEFTY1 /// LEFTY2
39326_at	ATP6V0A1
39327_at	PXDN
39328_at	HMGCR
39329_at	ACTN1
39330_s_at	ACTN1
39331_at	TUBB2A
39332_at	TUBB2B
39333_at	COL4A1
39334_s_at	ATN1
39335_at	EIF5AL1
39336_at	ARF3
39337_at	H2AFZ
39338_at	S100A10
39339_at	TMEM63A
39340_at	HEXA
39341_at	MIR6875 /// TRIP6
39342_at	MARS /// MIR6758
39343_at	TRA2A
39344_at	TRA2A
39345_at	NPC2
39346_at	KHDRBS1
39347_at	AP2S1
39348_at	PRMT2
39349_at	PRMT2
39350_at	GPC3
39351_at	CD59
39352_at	CGA
39353_at	HSPE1
39354_at	PRDX6
39355_at	ABCE1
39356_at	NEDD4L
39357_at	EMG1
39358_at	NCOR2
39359_s_at	NCOR2
39360_at	SNX3
39361_f_at	TSPAN6
39362_r_at	TSPAN6
39363_at	CHMP2A
39364_s_at	PPP1R3C
39365_i_at	PPP1R3C
39366_at	PPP1R3C
39367_at	ELAC2
39368_at	EIF2S2
39369_at	MAN2B2
39370_at	MAP1LC3B
39371_at	MAP1LC3B
39372_at	FADS1 /// MIR1908
39373_at	FADS1 /// MIR1908
39374_at	GTSE1
39375_g_at	GTSE1
39376_at	HIPK1
39377_at	MRPS27
39378_at	BECN1
39379_at	DESI2
39380_at	ANKRD17
39381_at	C6orf120
39382_at	TRIM2
39383_at	ADCY6
39384_at	ELAVL1
39385_at	ANPEP
39386_at	MAD2L1BP
39387_at	SEPHS1
39388_at	CAMK2G
39389_at	CD9
39390_at	NUP133
39391_at	STAMBP
39392_at	GNPAT
39393_r_at	APOH
39394_at	C2orf72
39395_at	THY1
39396_at	LYPLA1
39397_at	NR2F2
39398_s_at	LOC101929597 /// TBCD
39399_at	TBCD
394_at	BLMH
39400_at	TBC1D2B
39401_at	ATXN7L3B
39402_at	IL1B
39403_at	DNAJC13
39404_s_at	UPF1
39405_at	ALG11 /// UTP14C
39406_at	BMP1
39407_at	BMP1
39408_at	ACADS
39409_at	C1R
39410_at	ASAP2
39411_at	TIPARP
39412_at	TRIM26
39413_at	OPHN1
39414_at	
39415_at	HNRNPK
39416_at	P2RX5-TAX1BP3 /// TAX1BP3
39417_at	CDK19
39418_at	RSL1D1
39419_at	SPAG9
39420_at	DDIT3
39421_at	LOC100506403 /// LOC101928269 /// RUNX1
39422_at	LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP
39423_f_at	SPOP
39424_at	TNFRSF14
39425_at	TXNRD1
39426_at	TCERG1
39427_at	UQCRB
39428_at	SH2B3
39429_at	UVRAG
39430_at	TNKS
39431_at	NPEPPS
39432_at	B4GALT4
39433_at	KIAA0930
39434_at	FAM21A /// FAM21C /// LOC101930591
39435_at	PFDN1
39436_at	BNIP3L
39437_at	ARFGAP2
39438_at	CREBL2
39439_at	RPARP-AS1
39440_f_at	RPARP-AS1
39441_at	LANCL1
39442_at	UNC50
39443_s_at	COX5B
39444_at	SF3B1
39445_at	B4GALT3
39446_s_at	KPNA6
39447_f_at	LRRC23
39448_r_at	LRRC23
39449_at	SKP2
39450_s_at	IDS
39451_i_at	IDS
39452_s_at	SPTBN1
39453_at	
39454_f_at	TLX2
39455_r_at	TLX2
39456_at	AAK1
39457_r_at	
39458_s_at	
39459_at	ATXN7L3B
39460_g_at	ATXN7L3B
39461_s_at	CHD8
39462_s_at	CNNM2
39463_at	AAK1
39464_at	HSPA8
39465_f_at	C5orf45
39466_s_at	LOC102724262
39467_f_at	
39468_r_at	
39469_s_at	ATP8A2
39470_at	
39471_at	CAPRIN1
39472_s_at	PHF21A
39473_r_at	
39474_s_at	GREM1
39475_at	NOP14
39476_at	
39477_s_at	
39478_at	KCTD7
39479_g_at	KCTD7
39480_s_at	SCAPER
39481_at	ELOVL6
39482_at	
39483_s_at	SLC38A10
39484_at	PRRC1
39485_g_at	PRRC1
39486_s_at	HEG1
39487_at	INPP4A
39488_at	PCDH9
39489_g_at	PCDH9
39490_f_at	
39491_s_at	
39492_at	INE2
39493_at	SEC61A1
39494_at	GTF2H2
39495_at	
39496_s_at	RNFT2
39497_at	
39498_at	
39499_s_at	PARD3
395_at	
39500_s_at	
39501_f_at	NECAB3
39502_at	DPYSL4
39503_s_at	DPYSL4
39504_at	GJC2
39505_at	GJC2
39506_at	BICC1
39507_at	OGT
39508_at	NDRG2
39509_at	BBIP1
39510_r_at	MIR4680 /// PDCD4
39511_at	MLLT4
39512_s_at	INPP4A
39513_r_at	INPP4A
39514_s_at	INPP4A
39515_s_at	POP5
39516_at	POP5
39517_at	C5orf15
39518_at	PRRC1
39519_at	ANKLE2
39520_at	ANKLE2
39521_at	SLC12A4
39522_at	PFKFB3
39523_at	STX16
39524_at	RHO
39525_at	PLEKHB2
39526_at	PAIP2B
39527_at	AF090102 /// PAIP2B
39528_at	RRAD
39529_at	PDLIM7
39530_at	PDLIM7
39531_at	MAP1B
39532_at	RIN1
39533_at	SLC7A6
39534_at	TSSK2
39535_at	HMX1
39536_at	
39537_at	KLHDC3
39538_at	SORT1
39539_at	ZBTB7A
39540_at	ZBTB7A
39541_at	HEG1
39542_at	ENC1
39543_at	RP11-654A16.3
39544_at	SYNM
39545_at	CDKN1C
39546_s_at	NOL7
39547_at	RANBP9
39548_at	NPAS2
39549_at	NPAS2
39550_at	COLGALT2
39551_at	PHF21A
39552_at	PTEN
39553_at	PTENP1
39554_at	ING2
39555_at	ING2
39556_at	SPTBN1
39557_at	LYRM9
39558_s_at	RP11-138P22.1
39559_at	KMO
39560_at	
39561_at	CBX6
39562_at	CGGBP1
39563_at	MIA3
39564_s_at	ABCB6
39565_at	BMPR1A
39566_at	CHRFAM7A /// CHRNA7 /// LOC101929970 /// LOC101930361
39567_at	AQP7 /// AQP7P1 /// LOC100509620 /// LOC101930168 /// LOC102724655
39568_g_at	AQP7 /// AQP7P1 /// LOC100509620 /// LOC101930168 /// LOC102724655
39569_at	EVPL
39570_at	CAMSAP1
39571_at	CAMSAP1
39572_at	GRIK2
39573_at	GRIK2
39574_at	SEMA4F
39575_at	AJAP1
39576_at	PDE6B
39577_at	SOSTDC1
39578_at	HR
39579_at	CLDN10
39580_at	PPP1R26
39581_at	CSTA
39582_at	CYLD
39583_at	LRRN2
39584_at	CAMTA1
39585_at	CDK20
39586_at	DSG1
39587_at	CCDC22
39588_at	TNFSF12 /// TNFSF12-TNFSF13
39589_at	KIAA0319
39590_at	APBA2
39591_s_at	FGL2
39592_r_at	FGL2
39593_at	FGL2
39594_f_at	MT1H
39595_at	RWDD2A
39596_at	NTRK3
39597_at	ABLIM3
39598_at	GJB1
39599_at	SLC6A1
396_f_at	EPOR
39600_at	PAQR3
39601_at	RASSF1
39602_at	MYRIP
39603_at	DISC1 /// TSNAX-DISC1
39604_at	CYTIP
39605_at	FOXG1
39606_at	SPAG11A /// SPAG11B
39607_at	MTMR9
39608_at	SIM2
39609_at	SIM2
39610_at	HOXB2
39611_at	EFNA5
39612_at	LOC157562
39613_at	MAN1A1
39614_at	MTCL1
39615_at	KAZN
39616_at	PTGER3
39617_at	LIFR
39618_at	HAPLN1
39619_at	REEP2
39620_at	POU6F1
39621_at	OTUD3
39622_at	GCM1
39623_at	NDP
39624_at	LTB4R
39625_at	EXPH5
39626_s_at	POU5F1
39627_at	EEA1
39628_at	RAB9A
39629_at	PLA2G5
39630_at	PRM1
39631_at	EMP2
39632_at	MMP13
39633_at	S100A3
39634_at	SLIT2
39635_at	THSD7A
39636_at	
39637_at	SLC26A2
39638_at	TFAP4
39639_s_at	TNP1
39640_at	GFPT2
39641_at	CCNO
39642_at	ELOVL2
39643_at	POLG2
39644_at	KIAA1549L
39645_r_at	ARR3
39646_at	CACNB2
39647_s_at	CACNB2
39648_at	PEX11A
39649_at	ARHGAP4
39650_s_at	PCNXL2
39651_at	RECQL4
39652_at	XCL1
39653_at	POT1
39654_at	ASPA
39655_at	REN
39656_at	RGS6
39657_at	KRT4
39658_at	ZBTB24
39659_at	TSFM
39660_at	DEFB1
39661_s_at	SLC29A2
39662_s_at	GRK4
39663_at	MAN2A1
39664_at	ERCC8
39665_at	GLRB
39666_at	GNG4
39667_at	NOVA2
39668_at	TFAP2B
39669_at	ANXA9
39670_at	PARP3
39671_at	DNM3
39672_at	PTPN7
39673_i_at	ECM2
39674_r_at	ECM2
39675_at	PRRG2
39676_at	MYF6
39677_at	GINS1
39678_at	ACAT1
39679_at	AQP2
39680_at	STATH
39681_at	ZBTB16
39682_at	SCNN1B
39683_at	CRYBB1
39684_at	MPP3
39685_at	ATXN10
39686_g_at	ATXN10
39687_at	ATXN10
39688_at	DPF2
39689_at	CST3
39690_at	PDLIM3
39691_at	SH3GLB1
39692_at	CREB3L2
39693_at	TMEM109
39694_at	TMEM109
39695_at	CD55
39696_at	PEG10
39697_at	HSD11B2
39698_at	HOPX
39699_at	TRIP12
39700_at	ARHGAP1
39701_at	PEG3
39702_at	RPP30
39703_at	KDM6A
39704_s_at	HMGA1
39705_at	SIN3B
39706_at	CPNE3
39707_at	MTMR4
39708_at	STAT3
39709_at	SEPW1
39710_at	NREP
39711_at	PRKCSH
39712_at	S100A13
39713_at	KDM5B
39714_at	SH3BGRL
39715_at	CBX5
39716_at	MRPL33
39717_g_at	MRPL33
39718_r_at	MRPL33
39719_at	POMZP3 /// ZP3
39720_g_at	POMZP3 /// ZP3
39721_at	EFNB1
39722_at	RNF187
39723_at	CUL1
39724_s_at	CUL1
39725_at	RBM39
39726_at	GCG
39727_at	DUSP11
39728_at	IFI30 /// PIK3R2
39729_at	PRDX2
39730_at	ABL1
39731_at	LOC101928747 /// RBMX /// SNORD61
39732_at	MAP7
39733_at	HERPUD1
39734_at	AIMP1
39735_at	NIT1
39736_at	CDC42
39737_at	
39738_at	MYH9
39739_at	NACA
39740_g_at	NACA
39741_at	HADHB
39742_at	TANK
39743_at	C1orf123
39744_at	DDX3X
39745_at	OPA1
39746_at	POLR2B
39747_at	POLR2G
39748_at	SLC7A1
39749_at	PSMD4
39750_at	PARVA
39751_at	ZDHHC3
39752_at	CYB561D2
39753_at	ITGA5
39754_at	ITGB5
39755_at	XBP1
39756_g_at	XBP1
39757_at	SDC2
39758_f_at	LAMP1
39759_at	QKI
39760_at	QKI
39761_at	AVL9
39762_at	ZMYM4
39763_at	HPX
39764_at	ACVR1
39765_at	TLN2
39766_r_at	POLR2K
39767_at	CCT8
39768_at	CNP
39769_at	CNP
39770_at	SMG7
39771_at	RHOBTB1
39772_at	ERI3
39773_at	C14orf1
39774_at	OXA1L
39775_at	SERPING1
39776_at	ULK2
39777_at	MYCBP2
39778_at	MGAT1
39779_at	TARBP1
39780_at	PPP3CB
39781_at	IGFBP4
39782_at	C1D
39783_at	KIAA0100
39784_at	EIF2S1
39785_at	CEP57
39786_at	GRPEL1
39787_at	PEMT
39788_at	PKP4
39789_at	SLN
39790_at	ATP2A2
39791_at	ATP2A2
39792_at	HNRNPR
39793_at	GBAS
39794_at	USP8
39795_at	AP2M1
39796_at	PSME3
39797_at	UBR2
39798_at	RPS28
39799_at	FABP5
398_at	DDX18
39800_s_at	HAX1
39801_at	PLOD3
39802_at	CCL7
39803_s_at	C21orf2
39804_at	LDLRAD4
39805_at	ABCB6
39806_at	ASF1A
39807_at	MCM9
39808_at	WNT11
39809_at	HBP1
39810_at	KXD1
39811_at	KXD1
39812_at	MRPL12 /// SLC25A10
39813_s_at	PCNXL4
39814_s_at	DHRS7
39815_at	NENF
39816_g_at	NENF
39817_s_at	DNPH1
39818_at	DNPH1
39819_at	RRN3P2
39820_at	LOC101930306 /// RRN3 /// RRN3P1 /// RRN3P2
39821_s_at	GADD45B
39822_s_at	GADD45B
39823_at	DCAF8
39824_at	PTP4A3
39825_at	SLC25A1
39826_f_at	DDIT4
39827_at	DDIT4
39828_at	ARL4C
39829_at	ARL4C
39830_at	RPL27
39831_at	SRRT
39832_at	SRRT
39833_at	MINK1
39834_at	CHRNE
39835_at	SBF1
39836_at	ZNF467
39837_s_at	ZNF467
39838_at	CLASP1
39839_at	YBX3
39840_at	GREM1
39841_at	SLC16A6
39842_at	CRLF1
39843_at	CRLF1
39844_at	LSM12
39845_at	HTRA2
39846_at	CTSF
39847_at	NOP14
39848_at	KCNS1
39849_at	KCNS1
39850_at	ANK2
39851_at	ANK2
39852_at	SPG20
39853_at	
39854_r_at	PNPLA2
39855_at	FZR1
39856_at	RPL36AL
39857_at	STX11
39858_s_at	STX11
39859_r_at	STX11
39860_at	FUBP1
39861_at	CTTN
39862_at	PRSS53
39863_at	ZNF646
39864_at	CIRBP
39865_at	KCTD7 /// RABGEF1
39866_at	USP22
39867_at	TUFM
39868_at	PCBP3
39869_at	ELAC2
39870_at	RBMXL2
39871_at	RBMXL2
39872_at	GTSE1
39873_at	CDK17
39874_at	GUCY2F
39875_at	WASL
39876_at	ENTPD6
39877_at	KCNC4
39878_at	PCDH9
39879_s_at	ARL17A /// ARL17B /// LOC100294341
39880_at	LRRC37A /// LRRC37A2 /// LRRC37A3 /// LRRC37A4P
39881_at	SLC25A42
39882_at	TIMM8A
39883_at	DIMT1
39884_g_at	DIMT1
39885_at	
39886_at	GRIP1
39887_at	GRIP1
39888_at	B4GALT5
39889_at	B4GALT5
39890_at	RP11-617F23.1
39891_at	ZNF710
39892_at	
39893_at	GNG7
39894_f_at	BRD1
39895_r_at	BRD1
39896_at	DHX16
39897_at	YTHDC1
39898_at	FAM13C
39899_at	CADM4
399_at	STK25
39900_at	CADM4
39901_at	EDIL3
39902_at	
39903_at	CIB2
39904_at	CIB2
39905_i_at	ARFGAP3
39906_r_at	ARFGAP3
39907_at	
39908_at	TAF6L
39909_g_at	TAF6L /// TMEM179B
39910_at	2-Mar
39911_at	
39912_at	HS6ST1
39913_at	HS6ST1
39914_r_at	TRPM2
39915_at	TRPM2
39916_r_at	RPS15
39917_at	TUBGCP2
39918_at	TUBGCP2
39919_at	C1QL1
39920_r_at	C1QL1
39921_at	COX5B
39922_at	CA5B
39923_at	ARHGAP12
39924_at	ZC3H13
39925_at	COL9A2
39926_at	SMAD5
39927_at	ARHGAP5
39928_at	GRM3
39929_at	KIAA0922
39930_at	EPHB6
39931_at	DYRK3
39932_at	DUSP7
39933_at	DUSP7
39934_at	RAB36
39935_at	SKIL
39936_at	CCR2
39937_at	CCR2
39938_g_at	CCR2
39939_at	COL4A6
39940_at	SBSPON
39941_at	RAD50
39942_at	BATF
39943_at	ORC2
39944_at	ZNF35
39945_at	FAP
39946_at	REG3A
39947_at	EFNA4
39948_at	MAX
39949_at	MOCS1
39950_at	SMPDL3A
39951_at	PLS1
39952_at	JAKMIP2
39953_i_at	ZNF623
39954_r_at	ZNF623
39955_at	MIR15A
39956_at	KIF3A
39957_at	SOCS6
39958_at	SOCS6
39959_at	GABBR1 /// UBD
39960_at	COQ2
39961_at	ATP10A
39962_at	CDC42BPA
39963_at	ZKSCAN4
39964_at	RP2
39965_at	RAC3
39966_at	CSPG5
39967_at	LDOC1
39968_at	LTC4S
39969_at	HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4
39970_at	NR0B1
39971_at	LYL1
39972_at	GPR17
39973_at	LEPREL2
39974_at	ENTPD3
39975_at	UBFD1
39976_at	FEM1C
39977_at	ZBTB11
39978_at	HSD17B3
39979_at	F10
39980_at	VRK1
39981_at	MSR1
39982_r_at	MSR1
39983_at	GLMN
39984_g_at	GLMN
39985_r_at	GLMN
39986_at	METTL21B
39987_at	FBXL4
39988_at	TAP2
39989_at	RRAGB
39990_at	ISL1
39991_at	CDSN
39992_at	SLC22A18
39993_at	PIGA
39994_at	CCR1
39995_s_at	WWOX
39996_at	CD5L
39997_at	CFP
39998_at	BMPR2
39999_at	CASP10
400_at	PDX1
40000_f_at	VPS13A
40001_r_at	VPS13A
40002_r_at	VPS13A
40003_at	GP2
40004_at	SIX1
40005_at	ALKBH1
40006_at	ST3GAL2
40007_at	IKZF1
40008_at	CCL11
40009_at	AFF2
40010_s_at	AFF2
40011_s_at	AFF2
40012_at	LRP8
40013_at	CLIC2
40014_at	SEMA6C
40015_at	MAST4
40016_g_at	MAST4
40017_at	PAMR1
40018_at	NUPL1
40019_at	EVI2B
40020_at	CELSR3
40021_at	KCND1
40022_at	FKTN
40023_at	BDNF
40024_at	STAC
40025_at	ATP5S
40026_g_at	ATP5S
40027_at	ATP5S
40028_at	C1orf105
40029_at	MEGF6
40030_at	PRKY
40031_at	ALDH3A1
40032_at	URB2
40033_at	MAPK11
40034_r_at	SCARF1
40035_at	KLK11
40036_at	MAGOH /// MAGOHB
40037_at	XPNPEP2
40038_at	MIR6132 /// ST7 /// ST7-OT3
40039_g_at	MIR6132 /// ST7 /// ST7-OT3
40040_at	MIR6132 /// ST7 /// ST7-OT3
40041_at	NDC80
40042_r_at	LOC102724788
40043_at	PRSS3
40044_at	ELL
40045_g_at	LDLRAD4
40046_r_at	LDLRAD4
40047_at	RNF41
40048_at	PUM1
40049_at	DAPK1
40050_at	CBFA2T2
40051_at	TRAM2
40052_at	ACTR1A
40053_at	ERP44
40054_at	CMTR1
40055_s_at	MMP19
40056_at	SLC35B1
40057_at	PYGM
40058_s_at	PDLIM5
40059_r_at	PDLIM5
40060_r_at	PDLIM5
40061_at	PLAGL2
40062_s_at	MYL4
40063_at	CALCOCO2
40064_at	TRAK2
40065_s_at	DLG1
40066_at	UBA3
40067_at	ELF1
40068_at	STX5
40069_at	SVIL
40070_at	RBM10
40071_at	CYP1B1
40072_at	MRPS31
40073_at	KIAA0391
40074_at	MTHFD2
40075_at	SYT1
40076_at	TPD52L2
40077_at	ACO1
40078_at	PRSS23
40079_at	GPRC5A
40080_at	EMC1
40081_at	PLTP
40082_at	ACSL1
40083_at	SETX
40084_at	TFCP2
40085_s_at	TFCP2
40086_at	WAPAL
40087_at	UNC13B
40088_at	NRIP1
40089_at	WBSCR22
40090_at	WBSCR22
40091_at	BCL6
40092_at	BAZ2A
40093_at	BCAM
40094_r_at	BCAM
40095_at	CA2
40096_at	ATP5A1
40097_at	EIF1AY
40098_at	EHD1
40099_at	ARHGEF2
401_s_at	HLF
40100_at	ARHGEF2
40101_g_at	ARHGEF2
40102_at	OSBPL2
40103_at	EZR
40104_at	STK25
40105_at	MUT
40106_at	HNRNPUL1
40107_at	ALDOC
40108_at	BZW1
40109_at	SRF
40110_at	IDH3B
40111_g_at	IDH3B
40112_at	IDH3B
40113_at	TRIB2
40114_at	AFP
40115_at	ATP5C1
40116_at	PFKL
40117_at	MCM6
40118_at	ZNF3
40119_at	CRTAP
40120_at	HAGH
40121_at	UBE2K
40122_at	SYNCRIP
40123_at	GBF1
40124_at	RUVBL1
40125_at	CANX
40126_at	PRRX1
40127_at	SFXN3
40128_at	CLINT1
40129_at	PRKDC
40130_at	ATG9A
40131_at	FSTL1
40132_g_at	CCZ1 /// CCZ1B
40133_s_at	GRHPR
40134_at	ARMC2-AS1 /// ATP5J2
40135_at	
40136_at	TBC1D9B
40137_at	PTPN1
40138_at	COPS6
40139_at	MTOR
40140_at	RNF103
40141_at	CUL4B
40142_at	SPA17
40143_at	FAM53B
40144_at	SIRPA
40145_at	TOP2A
40146_at	RAP1B
40147_at	VAT1
40148_at	APBB2
40149_at	SH2B1
40150_at	SNRPD3
40151_s_at	PEX5
40152_r_at	PEX5
40153_at	TAP1
40154_at	ARPC4 /// ARPC4-TTLL3 /// TTLL3
40155_at	ABLIM1
40156_at	KIAA0040
40157_s_at	MYL1
40158_r_at	MYL1
40159_r_at	NCF1 /// NCF1B /// NCF1C
40160_at	POM121
40161_at	COMP
40162_s_at	COMP
40163_r_at	COMP
40164_at	ARHGDIA
40165_at	TSPYL2
40166_at	RFC5
40167_s_at	WSB2
40168_at	CAV2
40169_at	PLIN3
40170_at	PLIN3
40171_at	FRAT2
40172_g_at	FRAT2
40173_at	FRAT2
40174_at	CLCN2
40175_at	FAM131A
40176_at	TRIM27
40177_at	
40178_at	ZBTB33
40179_at	ZBTB33
40180_at	IRS2
40181_f_at	IRS2
40182_s_at	CARM1
40183_at	YIPF2
40184_at	CSNK1A1
40185_at	GFAP
40186_at	DUSP9
40187_at	DDX52
40188_f_at	
40189_at	SET /// SETSIP
40190_at	CEP68
40191_s_at	CEP68
40192_at	
40193_at	ENO2
40194_at	GTF2H2B
40195_at	H2AFX
40196_at	CTDSPL
40197_at	CTDSPL
40198_at	VDAC1
40199_at	MSX1
402_s_at	ICAM3
40200_at	HSF1
40201_at	DDC
40202_at	KLF9
40203_at	EIF1
40204_at	CTRL
40205_g_at	CTRL
40206_at	PSKH1
40207_g_at	PSKH1
40208_at	GDF11
40209_at	ICAM5
40210_at	RAB13
40211_at	HNRNPA1 /// HNRNPA1P10
40212_at	KSR1
40213_at	SMARCA1
40214_at	UGCG
40215_at	UGCG
40216_at	TRAF3IP1
40217_s_at	CDS1
40218_at	CDS1
40219_at	
40220_at	HEXIM1
40221_at	TAF1C
40222_s_at	SBF1
40223_r_at	SBF1
40224_s_at	PPP6R2
40225_at	GAK
40226_at	GAK
40227_at	DCBLD2
40228_at	C21orf2
40229_at	TOM1L1
40230_at	FRZB
40231_at	SMAD6
40232_at	POLRMT
40233_at	DGCR6L
40234_at	DGCR6 /// DGCR6L
40235_at	TNK2
40236_at	SLC7A2
40237_at	PHLDA2
40238_at	IQCK
40239_g_at	IQCK
40240_at	GPRC5B
40241_at	
40242_at	THOC1
40243_at	GNAL
40244_s_at	MPPE1
40245_at	ZNF140
40246_at	DLG1
40247_at	SLC9A1
40248_at	SLC9A7
40249_at	ACHE
40250_at	KRR1
40251_at	
40252_g_at	
40253_at	PI4KB
40254_s_at	DDX28
40255_at	DDX28
40256_at	
40257_at	KANK3
40258_at	CSNK2A1
40259_at	RBFOX2
40260_g_at	RBFOX2
40261_at	RBFOX2
40262_at	SRSF8
40263_at	ZFPL1
40264_g_at	ZFPL1
40265_s_at	TMEM262
40266_at	VASH1
40267_s_at	LOC100506603
40268_at	FOSL2
40269_at	PRPF18
40270_at	CDK13
40271_at	NUP93
40272_at	CRMP1
40273_at	SPHK2
40274_at	DBP
40275_at	KPNA6
40276_at	PSMD7
40277_at	GGA2
40278_at	GGA2
40279_at	VGLL4
40280_at	LRRC23
40281_at	2-Sep
40282_s_at	CFD
40283_at	CFD
40284_at	FOXA2
40285_at	NVL
40286_r_at	KLHL35
40287_s_at	KLHL35
40288_r_at	KLHL35
40289_at	NAPG
40290_f_at	ST3GAL1
40291_r_at	ST3GAL1
40292_at	BRINP1
40293_at	FBP2
40294_at	ABCB9
40295_at	CPNE6
40296_at	SASH3
40297_at	STEAP1
40298_at	ATP2C2
40299_at	GPR161
403_s_at	FLT4
40300_g_at	GPR161
40301_at	GPR161
40302_at	EMID1
40303_at	TFAP2C
40304_at	DST
40305_r_at	PIGK
40306_at	BRAF /// KIAA1549
40307_at	ATAD2B
40308_at	ATAD2B
40309_at	CA9
40310_at	TLR2
40311_at	TFR2
40312_at	DACH1
40313_at	BNC1
40314_at	SYNGR3
40315_at	SPINK5
40316_at	GH2
40317_at	ASIC2
40318_at	DYNC1I1
40319_at	DYNC1I1
40320_at	CDC14A
40321_at	IL1RL1
40322_at	IL1RL1
40323_at	CD38
40324_r_at	TOP3B
40325_at	NTHL1
40326_at	CBLN1
40327_at	HOXB13
40328_at	TWIST1
40329_at	SLC39A7
40330_at	PLCE1
40331_at	MARCO
40332_at	OGFR
40333_at	BMP4
40334_at	CSTF2
40335_at	CLCN4
40336_at	FDXR
40337_at	FUT1
40338_at	6-Mar
40339_at	GABRP
40340_at	SMIM8
40341_at	TMEM186
40342_at	DAZ1 /// DAZ2 /// DAZ3 /// DAZ4
40343_at	COX20
40344_at	NLGN1
40345_at	IREB2
40346_at	FAM189A1
40347_at	ANP32E
40348_s_at	ANP32E
40349_at	CBR4
40350_at	ADAM23
40351_at	GNB3
40352_at	YPEL1
40353_at	DPY19L4
40354_at	HSPA4L
40355_at	WDHD1
40356_at	CLCA2
40357_at	INHBA
40358_at	GLI3
40359_at	RASSF7
40360_at	SLC10A3
40361_at	CCT6B
40362_at	NFKB2
40363_r_at	NFKB2
40364_at	SLC31A1
40365_at	GNA15
40366_at	SELP
40367_at	BMP2
40368_r_at	CPN2
40369_f_at	HLA-G
40370_f_at	HLA-G
40371_at	DRD2
40372_at	PNLIPRP1
40373_at	PRH1 /// PRH1-PRR4 /// PRH2 /// PRR4
40374_at	ANKRD1
40375_at	EGR3
40376_at	ARSE
40377_at	RBM19
40378_at	SH3GL2
40379_at	CYP2E1
40380_at	ELAVL4
40381_at	ZNF510
40382_at	CRH
40383_at	THOC5
40384_at	NPHP1
40385_at	CCL20
40386_r_at	TDGF1
40387_at	LPAR1
40388_at	DLGAP1
40389_at	SLC38A3
40390_at	SDS
40391_at	SLC22A4
40392_at	CDX2
40393_at	HOXA4
40394_at	GGCX
40395_at	PLXNA2
40396_at	P2RX5
40397_at	MEOX2
40398_s_at	MEOX2
40399_r_at	MEOX2
404_at	IL4R
40400_at	ADORA1
40401_at	DOK5
40402_at	SLC6A2
40403_at	MYOC
40404_s_at	CDC16
40405_at	NAB2
40406_at	MST1L
40407_at	KPNA2
40408_at	CARS
40409_at	ALDH3A2
40410_at	DCTN3
40411_at	NCOA6
40412_at	PTTG1
40413_at	DAP3
40414_at	VARS
40415_at	ACAA1
40416_at	SMARCB1
40417_at	CCT5
40418_at	RBBP4
40419_at	STOM
40420_at	STK10
40421_at	PIN1
40422_at	IGFBP2
40423_at	EHBP1
40424_at	PROSC
40425_at	EFNA1
40426_at	BCL7B
40427_at	COX17 /// POPDC2
40428_i_at	
40429_r_at	
40430_at	
40431_at	ATMIN
40432_at	GNS
40433_at	GNS
40434_at	PODXL
40435_at	SLC25A6
40436_g_at	SLC25A6
40437_at	TMEM87A
40438_at	PPP1R12A
40439_at	ASNA1
40440_at	SERBP1
40441_g_at	SERBP1
40442_f_at	SERBP1
40443_at	CTNND1
40444_s_at	CTNND1 /// TMX2-CTNND1
40445_at	ELF3
40446_at	PHF1
40447_at	LPIN2
40448_at	ZFP36
40449_at	RFC1
40450_at	POLE
40451_at	POLE
40452_at	CPNE1
40453_s_at	SRSF5
40454_at	FAT1
40455_at	ENDOD1
40456_at	SLC39A8
40457_at	SRSF3
40458_at	STAT5A
40459_at	ACOX1
40460_s_at	ACOX1
40461_at	ZHX3
40462_at	TRPC4AP
40463_at	TNPO1
40464_g_at	TNPO1
40465_at	DDX23
40466_at	NFYC
40467_at	SDHD
40468_at	FNBP1
40469_at	MCM3AP
40470_at	OGDH
40471_at	PEX19
40472_at	LPCAT4
