ID	Gene Symbol
32808_at	ITGB1
32809_at	ZNF24
32810_at	TPMT
32811_at	MYO1C
32812_at	LIMCH1
32813_s_at	KATNB1
32814_at	IFIT1
32815_at	
32816_at	SGTA
32817_at	SEC14L2
32818_at	TNC
32819_at	HIST1H2BK
32820_at	CNOT4
32821_at	LCN2
32822_at	SLC25A4
32823_at	VPS11
32824_at	TPP1
32825_at	PRMT1
32826_at	ENTPD1
32827_at	RRAS2
32828_at	BCKDK
32829_at	TIMM17A
32830_g_at	TIMM17A
32831_at	TIMM17A
32832_at	LOC101928676 /// MAEA
32833_at	CLK1
32834_r_at	RIOK3
32835_at	RIOK3
32836_at	AGPAT1
32837_at	AGPAT2
32838_at	MYH10
32839_at	PHACTR4
32840_at	
32841_at	CNBP
32842_at	BCL7A
32843_s_at	FBL
32844_at	EIF4G1
32845_at	HSPG2
32846_s_at	KTN1
32847_at	MYLK
32848_at	PSMC4
32849_at	SMC1A
32850_at	NUP153
32851_at	CELF2
32852_at	TXN2
32853_at	TOMM70A
32854_at	FBXW11
32855_at	LDLR
32856_at	MICAL3
32857_at	SOS2
32858_at	UBN1
32859_at	STAT1
32860_g_at	STAT1
32861_s_at	CD28
32862_at	RASA3
32863_at	CAMK1G
32864_at	SRY
32865_at	LINC01314
32866_at	ADAMTSL2
32867_at	CHM
32868_at	TGM3
32869_at	MRE11A
32870_g_at	MRE11A
32871_at	
32872_at	
32873_at	KCND2
32874_at	TCF3
32875_at	RHO
32876_s_at	RHO
32877_i_at	RP11-124D2.7
32878_f_at	RP11-124D2.7
32879_at	AC007389.3
32880_at	SCGB1D2
32881_at	CCDC64
32882_at	SOAT2
32883_at	ZNF160
32884_at	PHF20
32885_f_at	PRB1
32886_at	GCGR
32887_at	CEP131
32888_at	LTK
32889_at	RUNDC3B
32890_at	DCC
32891_at	PRKCE
32892_at	RPS6KA2
32893_s_at	GGT1 /// GGT2 /// GGT3P /// GGTLC1 /// GGTLC2 /// LOC100132705 /// LOC102724197
32894_at	AGFG2
32895_f_at	AGFG2
32896_at	RP4-621B10.8
32897_at	MTHFR
32898_at	ACTL8
32899_s_at	RORA
329_s_at	NUMA1
32900_at	SYDE1
32901_s_at	IFRD1
32902_at	SCTR
32903_at	TGFBR1
32904_at	PRF1
32905_s_at	TPSAB1 /// TPSB2 /// TPSD1
32906_at	SLC15A1
32907_at	HTR6
32908_at	UBN1
32909_at	AQP5
32910_at	KDM7A
32911_s_at	KDM7A
32912_at	POU3F4
32913_i_at	CACTIN
32914_f_at	CACTIN
32915_at	C15orf39
32916_at	PTPRE
32917_at	LCT
32918_at	NDST2 /// ZSWIM8-AS1
32919_at	AMIGO2
32920_at	HCN4
32921_at	GUSBP3 /// GUSBP9
32922_at	LOC101929336 /// RIF1
32923_r_at	SYN1
32924_at	MMP24
32925_at	MATN4
32926_at	
32927_at	GIMAP1-GIMAP5 /// GIMAP5
32928_at	POU2F3
32929_at	DOLPP1
32930_f_at	NLGN4Y
32931_at	
32932_at	PTPN20B
32933_r_at	
32934_i_at	RARS2
32935_at	DCAF4
32936_at	ZNF41
32937_at	EFR3B
32938_at	EFR3B
32939_g_at	EFR3B
32940_at	AMMECR1
32941_at	IRF8
32942_at	ST8SIA5
32943_at	DBH
32944_at	ROBO1
32945_i_at	MBL2
32946_r_at	MBL2
32947_at	SCN9A
32948_at	USH2A
32949_at	DSCR4
32950_at	POU6F2
32951_g_at	POU6F2
32952_at	POU6F2
32953_at	CD5
32954_at	LOC101929336 /// RIF1
32955_at	TRIAP1
32956_at	IQCK
32957_g_at	IQCK
32958_at	IQCK
32959_at	ATP6V1B1
32960_at	SMO
32961_at	DENND4A
32962_at	CTH
32963_s_at	RRAGD
32964_at	EMR1
32965_f_at	HSPA1B
32966_at	APOF
32967_at	FAIM3
32968_s_at	SEZ6L
32969_r_at	VGF
32970_f_at	HABP4
32971_at	FAM189A2
32972_at	NOX1
32973_s_at	NOX1
32974_at	EXOSC2
32975_g_at	EXOSC2
32976_s_at	ZNF711
32977_at	FAM65B
32978_g_at	FAM65B
32979_at	GAB1
32980_f_at	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI
32981_at	SLC9A3
32982_at	
32983_at	ADRA1B
32984_s_at	CLCNKA /// CLCNKB
32985_at	SALL1
32986_s_at	SMAD9
32987_at	CENPI
32988_at	CLCNKA
32989_at	RFX1
32990_at	SLC6A11
32991_f_at	AMELY
32992_at	
32993_s_at	ZMYND10
32994_at	ASB4
32995_at	ASB4
32996_g_at	ASB4
32997_at	PAGE1
32998_at	CCKAR
32999_at	BFSP1
330_s_at	TUBA4A
33000_at	HAVCR1
33001_s_at	TGM5
33002_at	NCK2
33003_at	LOC101930392
33004_g_at	LOC101930392 /// NCK2
33005_at	
33006_at	SPINK4
33007_at	CHP2
33008_at	OR7E24
33009_at	MAP3K1
33010_at	SLC5A4
33011_at	NTSR2
33012_at	TNFSF8
33013_at	PDHA2
33014_at	MAFK
33015_at	
33016_at	TSPO2
33017_at	GPLD1
33018_at	HIST1H3I
33019_at	PARK2
33020_at	LMX1B
33021_at	
33022_at	RDH16
33023_at	HIST1H2AM
33024_at	CMA1
33025_at	TP53TG5
33026_at	
33027_at	AGAP10 /// AGAP11 /// AGAP4 /// AGAP5 /// AGAP6 /// AGAP7P /// AGAP9 /// BMS1P5 /// CTGLF12P /// LOC101060581 /// SYNPO2L
33028_at	SLC6A5
33029_at	ALOX12B
33030_at	HIST1H1D
33031_at	
33032_r_at	
33033_at	ATP6V1G2
33034_at	RHBDL1
33035_at	TIPRL
33036_at	TRPA1
33037_at	CHST7
33038_at	
33039_at	TRAT1
33040_at	UNC93A
33041_at	GJC1
33042_r_at	
33043_at	USP6
33044_f_at	EMX1
33045_r_at	EMX1
33046_f_at	EMX1
33047_at	BCL2L11
33048_at	NECAB2
33049_at	HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4
33050_at	DRD5 /// DRD5P2 /// LOC101060524
33051_at	GABRR1
33052_at	LOC100652777 /// PLA2G10
33053_at	
33054_at	DNAH3
33055_at	CYP7B1
33056_at	EXOG
33057_g_at	EXOG
33058_at	KRT75
33059_at	PART1
33060_g_at	PART1
33061_at	C16orf3
33062_at	ZNF548
33063_at	GP1BA
33064_at	CACNG1
33065_at	JPH3
33066_at	PTPRB
33067_at	HIST1H1A
33068_f_at	UGT2B15
33069_f_at	UGT2B15
33070_at	HCRTR1
33071_at	OR2B6
33072_at	HCRTR2
33073_at	PAK3
33074_g_at	PAK3
33075_at	PAK3
33076_at	
33077_at	
33078_at	PRAMEF12
33079_at	STX6
33080_s_at	RAP1GAP
33081_at	
33082_at	ITGA10
33083_at	KIAA0509
33084_at	CPLX2
33085_at	PDCD1
33086_at	PROP1
33087_s_at	KCNH1
33088_at	KCNH1
33089_s_at	EFNA2
33090_at	EFNA2
33091_at	HOXD13
33092_at	FPR3
33093_at	IL18RAP
33094_s_at	BFSP2
33095_i_at	BFSP2
33096_r_at	BFSP2
33097_at	CEBPE
33098_at	CCR3
33099_at	FUT5
331_at	MAPT
33100_at	NPY5R
33101_g_at	FETUB
33102_at	ADD3
33103_s_at	ADD3
33104_at	PLEKHB1
33105_at	PLEKHB1
33106_at	NR1H3
33107_at	TRIM37
33108_i_at	SOX2
33109_f_at	SOX2
33110_at	SOX2
33111_at	RNF115
33112_at	CD160
33113_at	CITED2
33114_f_at	
33115_at	HOXC6
33116_f_at	RPS12
33117_r_at	RPS12
33118_at	MIR6872 /// SEMA3B
33119_at	FAM134B
33120_at	RGS10
33121_g_at	RGS10
33122_at	RGS10
33123_at	THAP11
33124_at	VRK2
33125_at	FANCL
33126_at	GLT8D1
33127_at	LOXL2
33128_s_at	CST6
33129_at	CST6
33130_at	HOXD1
33131_at	SOX4
33132_at	CPSF1 /// MIR1234 /// MIR6849 /// MIR939
33133_at	FLII
33134_at	ADCY3
33135_at	LOC101928717 /// SLC19A1
33136_at	UBE2I
33137_at	LTBP4
33138_at	
33139_s_at	MLF1
33140_at	B3GNT1
33141_at	HSD17B1
33142_at	GPR39
33143_s_at	MIR6787 /// SLC16A3
33144_at	CSNK1D
33145_at	FANCA
33146_at	MCL1
33147_at	ZFR
33148_at	ZFR
33149_at	CLP1
33150_at	UTP3
33151_s_at	UTP3
33152_at	ARF6
33153_at	ALOX5
33154_at	PSMB4
33155_at	IDUA
33156_at	IDUA
33157_at	INSM1
33158_at	KAL1
33159_at	NRL
33160_at	NRL
33161_at	SLC38A10
33162_at	INSR
33163_r_at	GCLM
33164_at	TESK2
33165_at	TOE1
33166_at	TRADD
33167_r_at	ADSS
33168_at	SLC46A3
33169_at	NEO1
33170_at	DNAJC16
33171_s_at	11-Sep
33172_at	11-Sep
33173_g_at	11-Sep
33174_s_at	
33175_at	BBS4
33176_at	DOHH
33177_at	DOHH
33178_at	JAG1
33179_at	PPP1R2
33180_at	PPP1R2
33181_at	PPP2CA
33182_at	NTRK2
33183_at	GALK1
33184_at	GUCA1A
33185_at	CLCC1
33186_i_at	WHAMMP2 /// WHAMMP3
33187_r_at	WHAMMP2 /// WHAMMP3
33188_at	PPIL2
33189_at	
33190_g_at	
33191_at	FAM178A
33192_g_at	FAM178A
33193_at	WIPI1
33194_at	RQCD1
33195_at	DHODH
33196_at	NFRKB
33197_at	MYO7A
33198_at	ARL2BP
33199_at	ATP8A2
332_at	ZBTB25
33200_at	LLGL1
33201_at	
33202_f_at	FXN
33203_s_at	FOXD1
33204_at	RP11-79P5.2
33205_at	SUPT3H
33206_at	MTSS1L
33207_at	CELF1
33208_at	DNAJC3
33209_at	YY1
33210_at	YY1
33211_at	RRBP1
33212_at	RRBP1
33213_g_at	RRBP1
33214_at	MRPS12
33215_g_at	MRPS12
33216_at	MRPS12
33217_at	RP11-84A14.5
33218_at	ERBB2
33219_at	USP33
33220_at	ZSCAN26
33221_at	PAXIP1
33222_at	FZD7
33223_at	MAST3
33224_at	CYHR1
33225_at	CYHR1
33226_at	KDM4B
33227_at	IL10RB
33228_g_at	IL10RB
33229_at	RPS6KA3
33230_at	PRPF19
33231_at	PRPF19
33232_at	CRIP1
33233_at	ARID4B /// RBM34
33234_at	ARID4B /// RBM34
33235_at	NAV3
33236_at	RARRES3
33237_at	DDX46
33238_at	LCK
33239_at	CEP112
33240_at	PDZRN3
33241_at	LOC101928198 /// MFAP3L
33242_at	TSR2
33243_at	TNFAIP8
33244_at	CHN2
33245_at	MAPK13
33246_at	
33247_at	PSMD14
33248_at	HOXA11
33249_at	NR3C2
33250_at	WDR46
33251_at	TMCC1
33252_at	MCM3
33253_at	TRIM14
33254_at	EVI5
33255_at	NASP
33256_at	SLC25A12
33257_at	DLST
33258_g_at	DLST
33259_at	SEMG2
33260_at	SOS1
33261_at	HLA-DRB1 /// HLA-DRB3 /// HLA-DRB5 /// LOC100996809
33262_at	SLC25A16
33263_at	ENOSF1
33264_at	ENOSF1
33265_at	PEX2
33266_at	AURKB
33267_at	ATP8A1
33268_at	KDM5C
33269_at	PIGQ
33270_i_at	DMXL1
33271_r_at	DMXL1
33272_at	SAA1
33273_f_at	IGLC1
33274_f_at	IGLC1
33275_at	ELK1
33276_at	FRY
33277_at	MTMR2
33278_at	ACSM3
33279_s_at	ACSM3
33280_r_at	ACSM3
33281_at	IKBKE
33282_at	LAD1
33283_at	ARRB2
33284_at	MPO
33285_i_at	SIKE1
33286_at	ENDOG
33287_at	C9orf114
33288_i_at	LINC00921 /// ZNF263
33289_f_at	LINC00921 /// ZNF263
33290_at	INPP5B
33291_at	RASGRP1
33292_at	DNAL4
33293_at	FAIM2
33294_at	EXOSC7
33295_at	ACKR1
33296_at	GLCE
33297_at	OARD1
33298_at	STRN
33299_at	GPR125
333_s_at	RBMS1
33300_at	CDK11A /// CDK11B
33301_g_at	CDK11A /// CDK11B
33302_at	SSPN
33303_at	SSPN
33304_at	ISG20
33305_at	SERPINB1
33306_at	ZNF24
33307_at	RRP7A
33308_at	GUSB
33309_at	ABHD5
33310_at	ABHD5
33311_at	CRYAA /// LOC102724652
33312_at	CRYAA
33313_g_at	CRYAA /// LOC102724652
33314_at	GCDH
33315_at	GCFC2
33316_at	TOX
33317_at	CDK7
33318_at	MBNL2
33319_at	AXIN1
33320_at	HCP5
33321_r_at	TPSAB1 /// TPSB2
33322_i_at	SFN
33323_r_at	SFN
33324_s_at	CDK1
33325_at	RPS6KA2
33326_at	RAB21
33327_at	MYRF
33328_at	HEG1
33329_at	NFIC
33330_at	CLTCL1
33331_at	MALL
33332_at	SERHL /// SERHL2
33333_at	IPCEF1
33334_at	ACYP1
33335_at	COG7
33336_at	SLC4A1
33337_at	DEGS1
33338_at	STAT1
33339_g_at	STAT1
33340_at	PJA2
33341_at	GNB1
33342_at	SNUPN
33343_at	RNF14
33344_at	MED14
33345_at	KIF3C
33346_r_at	TUBG1
33347_at	RNF5 /// RNF5P1
33348_at	TCF12
33349_at	TNPO1
33350_s_at	WDR45
33351_at	EIF1B
33352_at	HIST2H2BE
33353_at	ADCY1
33354_at	SMURF2
33355_at	PBX1
33356_at	MAML3
33357_at	NCKAP1
33358_at	PPM1H
33359_at	LPHN3
33360_at	KDM2A
33361_at	BSCL2 /// HNRNPUL2-BSCL2
33362_at	CDC42EP3
33363_at	EIF2AK1
33364_at	PDE4DIP
33365_at	BAHD1
33366_at	SGSM3
33367_s_at	AZIN1
33368_at	AZIN1
33369_at	MSMO1
33370_r_at	MSMO1
33371_s_at	RAB31
33372_at	RAB31
33373_at	FUBP1
33374_at	C2
33375_at	MYO6
33376_at	
33377_at	SEBOX /// VTN
33378_at	NIPBL
33379_at	SSX2IP
33380_at	PAPD7
33381_at	NCOA3
33382_at	NAAA
33383_f_at	SFTPB
33384_at	CAST
33385_g_at	CAST
33386_at	H1F0
33387_at	GAS7
33388_at	TEX261
33389_at	CYP51A1 /// LRRD1
33390_at	CD68
33391_r_at	CD68 /// LOC101928634 /// SNORA67
33392_at	WIPI2
33393_at	DDX19B
33394_at	DDX19A
33395_at	SZRD1
33396_at	GSTP1
33397_at	CDIPT
33398_at	ACIN1
33399_at	SPTSSA
334_s_at	VIP
33400_r_at	SPTSSA
33401_at	MASP1
33402_at	KDELR3
33403_at	CHTOP
33404_at	CAP2
33405_at	CAP2
33406_at	CBY1
33407_at	DIP2C
33408_at	DIP2C
33409_at	FKBP2
33410_at	ITGA6
33411_g_at	ITGA6
33412_at	LGALS1
33413_at	PTP4A1
33414_at	LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3
33415_at	NME1-NME2 /// NME2
33416_at	TCF25
33417_at	RAB3GAP1
33418_at	RAB3GAP1
33419_at	API5
33420_g_at	API5
33421_s_at	SC5D
33422_at	SEC13
33423_g_at	SEC13
33424_at	RPN1
33425_at	TRIM28
33426_at	CHGB
33427_s_at	ATRN
33428_s_at	ATRN
33429_at	TPGS2
33430_at	TPGS2
33431_at	FMOD
33432_at	MED8
33433_at	FAM98A
33434_at	BET1
33435_r_at	BET1
33436_at	SOX9
33437_at	FTSJ1
33438_at	WBP2
33439_at	SIK1
33440_at	LOC100996668 /// ZEB1
33441_at	TCTA
33442_at	PRUNE2
33443_at	SERINC1
33444_at	NBR1
33445_at	ABAT
33446_at	ABAT
33447_at	MYL12A
33448_at	SPINT1
33449_at	PSMA7
33450_at	ACTL6B
33451_s_at	RPL22
33452_at	PLAT
33453_at	PTPN18
33454_at	AGRN
33455_at	ALDOB
33456_at	MAPRE1
33457_at	FAM208A
33458_r_at	CALM1 /// CALM2 /// CALM3
33459_at	
33460_at	P2RY1
33461_at	SEMA3A
33462_at	P2RY14
33463_at	XDH
33464_at	RP11-429B14.4
33465_at	ADRB3
33466_at	C5orf30
33467_at	CD300C
33468_at	DSG2
33469_r_at	CFHR3
33470_at	GRIP2
33471_g_at	GRIP2
33472_at	FMO4
33473_at	CLUL1
33474_at	GLI1
33475_at	PKP4
33476_at	EDDM3A
33477_at	RAB40A
33478_at	TNP2
33479_g_at	TNP2
33480_at	MLN
33481_at	
33482_at	MYOD1
33483_at	NMU
33484_at	RNF2
33485_at	RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C
33486_at	
33487_at	HPD
33488_at	TLR3
33489_at	TFF2
33490_at	TXK
33491_at	SI
33492_at	SLMO1
33493_at	SLMO1
33494_at	ETFDH
33495_at	PPFIA2
33496_at	AGTR2
33497_at	SCNN1G
33498_at	REG1P
33499_s_at	IGH /// IGHA1 /// IGHA2
335_r_at	SF3A2
33500_i_at	IGH /// IGHA1 /// IGHA2
33501_r_at	IGH /// IGHA1 /// IGHA2
33502_at	AL109706
33503_at	AIPL1
33504_at	NXPH2
33505_at	RARRES1
33506_at	INPP4A
33507_g_at	INPP4A
33508_at	INPP4A
33509_at	GRM1
33510_s_at	GRM1
33511_at	ZNF80
33512_at	GUCA2B
33513_at	SLAMF1
33514_at	CAMK4
33515_at	TCP10
33516_at	HBD
33517_f_at	MAGEA3 /// MAGEA6
33518_f_at	MAGEA2 /// MAGEA2B
33519_at	ADH6
33520_at	F7
33521_at	ATP4A
33522_at	ASIP
33523_at	ALPI
33524_at	CRKL
33525_at	NPY2R
33526_at	NPY2R
33527_at	KCNJ3
33528_at	KIAA0125
33529_at	ADH7
33530_at	CEACAM8
33531_at	KLRD1
33532_at	ALX1
33533_at	DNAJB4
33534_at	ESM1
33535_at	P2RX1
33536_at	PRKG2
33537_at	KRT32
33538_at	SLC24A5
33539_at	MYEF2
33540_at	
33541_s_at	LAIR2
33542_at	ZNF280B
33543_s_at	PNN
33544_at	UNC5C
33545_at	SCN4A
33546_at	SPRR1A
33547_i_at	FUT2
33548_f_at	FUT2
33549_at	BDKRB1
33550_at	HTR2C
33551_s_at	HTR2C
33552_at	SLCO1A2
33553_r_at	CCR6
33554_at	LOC100129973
33555_at	LILRA4
33556_at	FICD
33557_at	C22orf31
33558_at	TBX5
33559_at	PTK6
33560_at	
33561_at	COL4A3
33562_g_at	COL4A3
33563_s_at	COL4A3
33564_at	AFM
33565_at	TSHB
33566_at	ZNF169
33567_at	VIP
33568_at	CHRNB4
33569_at	CLEC10A
33570_at	NKX2-5
33571_at	PHKG1
33572_at	ZNF165
33573_at	APOBEC1
33574_at	C6orf10
33575_at	CD226
33576_at	SLITRK5
33577_at	HOXA2
33578_at	FZD9
33579_i_at	GALR3
33580_r_at	GALR3
33581_at	RBMS3
33582_s_at	RBMS3
33583_r_at	RBMS3
33584_at	CDKL2
33585_at	
33586_at	
33587_f_at	KCND3
33588_at	TRAF3IP3
33589_at	
33590_at	
33591_at	
33592_at	ZBTB7B
33593_at	CDY1 /// CDY1B /// CDY2A /// CDY2B
33594_at	DKK4
33595_r_at	RAG2
33596_at	SPOCK3
33597_at	ZNF132
33598_r_at	NLRP3
33599_at	RAB30
336_at	TBXA2R
33600_at	GRAP
33601_at	ZNF804A
33602_at	S1PR4
33603_at	ABCD1
33604_at	IRS4
33605_at	NKX2-2
33606_g_at	NKX2-2
33607_at	HTR1E
33608_at	LY6G6D /// LY6G6F
33609_at	LY6G6D /// LY6G6F
33610_at	CLDN8
33611_g_at	CLDN8
33612_at	IFIH1
33613_at	AL928768.3 /// Ig alpha 1-[alpha]2m /// IGH
33614_at	RPL18A /// SNORA68
33615_at	OR1E1
33616_at	ZBTB25
33617_s_at	ZBTB25
33618_at	DNAJC7
33619_at	LOC100508408 /// RPS13 /// SNORD14B
33620_at	HOXB3
33621_at	HNF1B
33622_at	CACNA1C
33623_g_at	CACNA1C
33624_at	CACNA1E
33625_g_at	CACNA1E
33626_at	CACNA1E
33627_at	PIK3CD
33628_g_at	PIK3CD
33629_at	WWP2
33630_s_at	SPTBN2
33631_at	TXNL4A
33632_g_at	TXNL4A
33633_at	P2RY11 /// PPAN-P2RY11
33634_at	ATP8B1
33635_at	GNA13
33636_at	CTAG1A /// CTAG1B
33637_g_at	CTAG1A /// CTAG1B /// CTAG2
33638_at	ERBB3
33639_g_at	ERBB3
33640_at	AIF1
33641_g_at	AIF1
33642_s_at	SLC6A8
33643_at	MYCL
33644_at	ME1
33645_at	GM2A
33646_g_at	GM2A
33647_s_at	GM2A
33648_at	ERICH1
33649_at	ST8SIA4
33650_at	DDX27
33651_at	AQP8
33652_at	ADAM20
33653_at	MYF5
33654_at	ZNF280A
33655_f_at	SSX2 /// SSX2B /// SSX3
33656_at	RPL37
33657_at	RPL34
33658_at	ZNF124
33659_at	CFL1
33660_at	RPL5 /// SNORD21
33661_at	FAM69A
33662_at	FAM161A
33663_at	FAM161A
33664_g_at	FAM161A
33665_s_at	CSF2RA
33666_at	HNRNPC
33667_at	LOC101060363 /// PPIA
33668_at	RPL12
33669_at	RFX4
33670_at	ESR1
33671_f_at	GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8
33672_f_at	UGT2B17
33673_r_at	UGT2B17
33674_at	RPL29
33675_at	POU3F1
33676_at	RPL31
33677_at	RPL24
33678_i_at	TUBB4B
33679_f_at	TUBB4B
33680_f_at	GAGE1 /// GAGE10 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8
33681_at	SERPINH1
33682_at	GPR1
33683_at	TUG1
33684_at	WNT2B
33685_at	ATP8B3
33686_at	SPINT3
33687_at	MINOS1P1
33688_at	GBX2
33689_s_at	DDT /// DDTL
33690_at	LONRF1
33691_at	SPATA31C2
33692_at	
33693_at	DSG3
33694_at	PGM5
33695_at	C19orf26
33696_at	C19orf26
33697_at	P2RX7
33698_at	CEP164
33699_at	PGC
337_at	PARG
33700_at	SPRY2
33701_at	LOC101929036 /// PAH
33702_f_at	PCK1
33703_f_at	PCK1
33704_at	URB1
33705_at	PDE4B
33706_at	SART1
33707_at	PLA2G4C
33708_at	SLC43A1
33709_at	PDE9A
33710_at	LPCAT3
33711_at	POMC
33712_at	SULT4A1
33713_at	TIMM17B
33714_at	HMGB3
33715_r_at	GTF2H2 /// GTF2H2B /// GTF2H2C /// GTF2H2C_2
33716_at	RAB22A
33717_at	
33718_at	WIZ
33719_at	SYNPO
33720_at	PNO1
33721_at	ABCC2
33722_at	ATRN
33723_at	GOSR1
33724_at	BRCA1
33725_at	MAP1A
33726_at	POLR2D
33727_r_at	RTEL1-TNFRSF6B /// TNFRSF6B
33728_at	BSN
33729_at	SLC25A14
33730_at	GPRC5A
33731_at	SLC7A7
33732_at	AP4M1
33733_at	ABCG2
33734_at	DIEXF
33735_at	SEZ6L
33736_at	STOML1
33737_f_at	ST20
33738_r_at	MTHFS /// ST20 /// ST20-MTHFS
33739_at	ST20
33740_at	FAM189B
33741_at	ATP6V1H
33742_f_at	ATP6V1H
33743_at	ATRNL1
33744_at	GEMIN4
33745_at	PHKG2
33746_at	ECD
33747_s_at	SNHG3 /// SNORA73A
33748_at	HMHA1
33749_at	TP53TG1
33750_at	PTPRU
33751_at	AP3S2 /// C15orf38-AP3S2
33752_at	IVNS1ABP
33753_at	DAAM1
33754_at	NKX2-1
33755_at	OSBPL3
33756_at	AOC3
33757_f_at	PSG11
33758_f_at	PSG11
33759_at	BPGM
33760_at	PEX14
33761_s_at	FAM91A1 /// LINC00869
33762_r_at	LINC00869
33763_at	LINC01138
33764_at	GABBR2
33765_at	
33766_at	VIPR1
33767_at	NEFH
33768_at	DMWD
33769_at	MPZL1
33770_at	CHUK
33771_at	LRRC8B
33772_at	PTGER4
33773_at	MLLT10
33774_at	CASP8
33775_s_at	CASP8
33776_at	RWDD3
33777_at	TBXAS1
33778_at	TBC1D22A
33779_at	VAMP1
33780_at	VAMP1
33781_s_at	UBE2M
33782_r_at	UBE2M
33783_at	PLXNB1
33784_at	TRAF2
33785_at	BAI2
33786_r_at	CEP104
33787_at	NUAK1
33788_at	ENTPD4
33789_at	CCL15
33790_at	CCL14 /// CCL15-CCL14
33791_at	DLEU1
33792_at	PSCA
33793_at	TCF20
33794_g_at	TCF20
33795_at	TCF20
33796_at	ARL4A
33797_at	MPHOSPH10
33798_at	SMG6
33799_at	SIAH2
338_at	ATF6
33800_at	ADCY9
33801_at	CD2BP2
33802_at	HMOX1
33803_at	THBD
33804_at	PTK2B
33805_at	CEP350
33806_at	C6orf106
33807_at	PLEKHA6
33808_at	TEAD3
33809_at	GNAI1
33810_at	TRRAP
33811_at	CCPG1 /// DYX1C1-CCPG1
33812_at	ADAM19
33813_at	TNFRSF1B
33814_at	PAK4
33815_at	UMPS
33816_at	MYO9B
33817_at	HNRNPA3
33818_at	VCP
33819_at	LDHB
33820_g_at	HSPA8 /// SNORD14C /// SNORD14D
33821_at	ELOVL5
33822_at	NUMA1
33823_at	SCARB2
33824_at	KRT8
33825_at	SERPINA3
33826_at	CIZ1
33827_at	N4BP2L2
33828_at	SMARCE1
33829_at	LEPROT
33830_at	LEPROT
33831_at	CREBBP
33832_at	IFI6
33833_at	SPTAN1
33834_at	CXCL12
33835_at	TSPYL4
33836_at	LOC101060275 /// LOC101929910 /// LOC399491 /// LOC613037 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5 /// NPIPB6 /// NPIPB8 /// NPIPB9 /// PDXDC2P /// PKD1P1
33837_at	SRP72
33838_at	BAG6
33839_at	ITPR2
33840_at	TPD52
33841_at	FAM214B
33842_at	FAM214B
33843_g_at	FAM214B
33844_at	RQCD1
33845_at	
33846_at	
33847_s_at	CDKN1B
33848_r_at	CDKN1B
33849_at	NAMPT
33850_at	MAP4
33851_at	C16orf80
33852_at	TIA1
33853_s_at	NRP2
33854_at	ATP6V1D
33855_at	GRB2
33856_at	FAM127A
33857_at	NSFL1C
33858_at	NSFL1C
33859_at	SAP18
33860_at	UBR4
33861_at	CNOT2
33862_at	PPAP2B
33863_at	HYOU1
33864_at	ZMYND11
33865_at	ZMYND11
33866_at	TPM4
33867_s_at	RBMS1
33868_at	POLDIP3
33869_at	STAT5B
33870_at	KDM3B
33871_s_at	FOLR2
33872_at	LOC101927458 /// LPHN2
33873_at	VPS72
33874_at	ATP6V0E1
33875_at	ATP6V0E1
33876_at	WWTR1
33877_s_at	MTDH
33878_at	EFHD1
33879_at	SIGMAR1
33880_at	ACSL3
33881_at	ACSL3
33882_at	RAB11FIP5
33883_at	EFS
33884_s_at	UBE4B
33885_at	KIAA0907
33886_at	ABI1
33887_at	HGS
33888_at	ACTR1B
33889_s_at	DGCR2
33890_at	RGS5
33891_at	CLIC4
33892_at	PKP2
33893_r_at	CEP170 /// CEP170P1
33894_at	NET1
33895_at	SH3YL1
33896_at	EP300
33897_at	PI4K2A
33898_at	MCRS1
33899_at	ALDH9A1
339_at	CAV2
33900_at	FSTL3
33901_at	SLC29A1
33902_at	GPD1
33903_at	DAPK3 /// MIR637
33904_at	CLDN3
33905_at	MBD2
33906_at	SSSCA1
33907_at	EIF4G3
33908_at	CAPN1
33909_at	SF3B4
33910_at	PTPRD
33911_at	PTPRD
33912_at	ZMPSTE24
33913_at	PRRC2A
33914_r_at	FECH
33915_at	SETD3
33916_at	NISCH
33917_at	EPB41L1
33918_s_at	HIRIP3
33919_at	TSPAN4
